video_path,label,class_name
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_612.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_624.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_257.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_925.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_114.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_204.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_883.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_121.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_5.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_820.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_146.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_532.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_529.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_458.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_385.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_589.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_563.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_221.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_509.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_729.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_727.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_672.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_809.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_726.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_499.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_699.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_32.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_10.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_351.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_191.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_365.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_873.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_53.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_664.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_756.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_887.avi,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_954.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_42.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_459.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_71.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_745.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_253.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_483.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_85.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_905.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_962.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_625.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_541.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_9.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_47.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_621.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_73.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_245.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_415.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_297.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_425.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_594.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_858.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_951.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_527.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_621.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_80.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_635.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_702.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_389.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_602.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_904.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_796.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_758.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_61.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_437.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_504.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_768.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_497.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_407.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_995.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_822.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_958.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_471.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_226.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_943.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_335.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_497.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_795.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_28.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_613.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_65.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_278.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_743.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_110.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_327.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_901.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_219.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_427.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_322.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_462.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_491.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_485.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_377.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_589.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_309.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_720.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_282.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_684.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_551.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_889.avi,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_744.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_98.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_82.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_835.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_925.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_16.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_429.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_978.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_596.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_264.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_861.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_398.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_15.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_60.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_907.avi,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_525.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_400.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_694.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_381.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_688.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_825.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_920.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_919.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_595.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_122.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_483.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_103.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_757.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_762.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_176.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_515.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_633.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_596.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_157.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_408.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_894.avi,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_873.avi,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_733.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_108.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_366.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_70.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_689.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_276.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_614.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_410.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_907.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_260.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_401.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_512.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_13.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_748.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_912.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_900.avi,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_200.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_233.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_599.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_968.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_111.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_422.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_232.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_630.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_287.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_312.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_319.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_947.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_162.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\Violence\V_49.mp4,1,Violence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_792.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_875.avi,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_570.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_31.mp4,0,NonViolence
c:\Users\Baivab Bhusal\OneDrive\Desktop\visionGuard\aiEngine\src\..\dataset\raw\NonViolence\NV_574.mp4,0,NonViolence
